:@computed_region_5kre_ccpb,:@computed_region_gwq4_fjxs,:@computed_region_s6p5_2pgr,crimecode,crimedate,crimetime,description,district,inside_outside,latitude,location,location_1,location_1_address,location_1_city,location_1_state,location_1_zip,longitude,neighborhood,post,premise,total_incidents,weapon
57,109,13645,6D,2015-06-11T00:00:00.000,18:30:00,LARCENY FROM AUTO,SOUTHEASTERN,O,39.28573,900 TRINITY ST,POINT (-76.60138 39.28573),,,,,-76.60138,Little Italy,211,STREET,1,
65,6,13645,6C,2016-01-06T00:00:00.000,16:00:00,LARCENY,CENTRAL,I,39.28959,100 E BALTIMORE ST,POINT (-76.61286 39.28959),,,,,-76.61286,Downtown,111,DRUG STORE,1,
16,181,27307,6C,2013-10-23T00:00:00.000,17:00:00,LARCENY,NORTHERN,I,39.32829,600 E 33RD ST,POINT (-76.60813 39.32829),,,,,-76.60813,Better Waverly,513,GROCERY/CO,1,
141,123,27935,5A,2017-09-28T00:00:00.000,18:36:00,BURGLARY,SOUTHEASTERN,I,39.29495,200 N LAKEWOOD AVE,POINT (-76.57919 39.29495),,,,,-76.57919,McElderry Park,221,ROW/TOWNHO,1,
54,190,27307,4E,2017-09-27T00:00:00.000,23:08:00,COMMON ASSAULT,NORTHEASTERN,I,39.32609,1700 E 31ST ST,POINT (-76.59178 39.32609),,,,,-76.59178,Coldstream Homestead Mont,411,ROW/TOWNHO,1,HANDS
86,83,27297,4C,2017-09-25T00:00:00.000,15:00:00,AGG. ASSAULT,SOUTHWESTERN,O,39.29815,900 ELLICOTT DY,POINT (-76.66893 39.29815),,,,,-76.66893,Franklintown Road,814,OTHER - OU,1,OTHER
56,29,27297,6E,2016-12-19T00:00:00.000,0:00:00,LARCENY,WESTERN,,39.30668,1600 N BENTALOU ST,POINT (-76.65397 39.30668),,,,,-76.65397,Coppin Heights/Ash-Co-Eas,723,,1,
125,12,14006,6E,2017-09-25T00:00:00.000,8:00:00,LARCENY,NORTHERN,,39.31853,2600 SISSON ST,POINT (-76.62454 39.31853),,,,,-76.62454,Jones Falls Area,511,,1,
30,115,27935,6E,2017-09-28T00:00:00.000,20:00:00,LARCENY,SOUTHEASTERN,O,39.2817,900 S LAKEWOOD AVE,POINT (-76.57838 39.2817),,,,,-76.57838,Canton,232,PARKING LO,1,
102,20,14006,5D,2017-09-27T00:00:00.000,18:00:00,BURGLARY,NORTHERN,,39.3316,3600 FALLS RD,POINT (-76.63517 39.3316),,,,,-76.63517,Hampden,531,,1,
102,14,14006,3AF,2017-09-20T00:00:00.000,22:40:00,ROBBERY - STREET,NORTHERN,O,39.32736,3300 CHESTNUT AVE,POINT (-76.62921 39.32736),,,,,-76.62921,Hampden,531,STREET,1,FIREARM
190,40,27295,4E,2017-09-27T00:00:00.000,7:46:00,COMMON ASSAULT,WESTERN,I,39.318,2600 REISTERSTOWN RD,POINT (-76.65196 39.318),,,,,-76.65196,Parkview/Woodbrook,732,CAR  REPAI,1,HANDS
193,217,14009,4E,2017-09-24T00:00:00.000,0:36:00,COMMON ASSAULT,NORTHERN,O,39.34175,800 GILRUBIN CT,POINT (-76.60352 39.34175),,,,,-76.60352,Pen Lucy,542,STREET,1,HANDS
253,58,27297,4A,2016-11-18T00:00:00.000,17:00:00,AGG. ASSAULT,NORTHWESTERN,O,39.31892,4500 FAIRFAX,POINT (-76.69077 39.31892),,,,,-76.69077,West Forest Park,641,STREET,1,FIREARM
120,269,28564,6G,2017-09-25T00:00:00.000,18:10:00,LARCENY,NORTHEASTERN,I,39.37171,6500 FALKIRK RD,POINT (-76.58418 39.37171),,,,,-76.58418,Idlewood,414,ROW/TOWNHO,1,
86,83,27297,5A,2017-09-24T00:00:00.000,9:30:00,BURGLARY,SOUTHWESTERN,,39.29944,1000 POPLAR GROVE ST,POINT (-76.66523 39.29944),,,,,-76.66523,Franklintown Road,814,,1,
61,38,27937,4E,2017-09-20T00:00:00.000,19:00:00,COMMON ASSAULT,SOUTHERN,I,39.23286,1200 CAMBRIA ST,POINT (-76.59326 39.23286),,,,,-76.59326,Curtis Bay,911,SCHOOL,1,HANDS
61,38,27937,4E,2017-09-20T00:00:00.000,19:00:00,COMMON ASSAULT,SOUTHERN,I,39.23286,1200 CAMBRIA ST,POINT (-76.59326 39.23286),,,,,-76.59326,Curtis Bay,911,SCHOOL,1,HANDS
65,6,13645,6G,2017-09-27T00:00:00.000,18:47:00,LARCENY,CENTRAL,,39.29206,200 SAINT PAUL ST,POINT (-76.6135 39.29206),,,,,-76.6135,Downtown,111,,1,
36,9,27632,6D,2017-09-24T00:00:00.000,14:46:00,LARCENY FROM AUTO,SOUTHERN,O,39.28525,1800 W PRATT ST,POINT (-76.64558 39.28525),,,,,-76.64558,Carrollton Ridge,934,PARKING LO,1,
36,279,27632,3AF,2017-09-25T00:00:00.000,17:45:00,ROBBERY - STREET,SOUTHWESTERN,O,39.28024,600 S SMALLWOOD ST,POINT (-76.6502 39.28024),,,,,-76.6502,Carrollton Ridge,841,STREET,1,FIREARM
148,24,14006,3B,2017-09-26T00:00:00.000,1:55:00,ROBBERY - STREET,NORTHERN,O,39.33651,4100 BUENA VISTA AVE,POINT (-76.64048 39.33651),,,,,-76.64048,Medfield,541,STREET,1,
5,244,27295,4A,2017-09-28T00:00:00.000,22:41:00,AGG. ASSAULT,NORTHWESTERN,I,39.34608,3700 1 & 2 W BELVEDERE AV,POINT (-76.68065 39.34608),,,,,-76.68065,Arlington,633,CONVENIENC,1,FIREARM
5,244,27295,4A,2017-09-28T00:00:00.000,22:41:00,AGG. ASSAULT,NORTHWESTERN,I,39.34608,3700 1 & 2 W BELVEDERE AV,POINT (-76.68065 39.34608),,,,,-76.68065,Arlington,633,CONVENIENC,1,FIREARM
250,177,27632,6E,2017-09-25T00:00:00.000,0:00:00,LARCENY,SOUTHERN,O,39.28251,800 S CAREY ST,POINT (-76.63773 39.28251),,,,,-76.63773,Washington Village/Pigtow,932,STREET,1,
181,145,13987,5D,2017-09-25T00:00:00.000,16:30:00,BURGLARY,EASTERN,I,39.30479,1100 N MACON ST,POINT (-76.55919 39.30479),,,,,-76.55919,Orangeville,333,OTHER - IN,1,
109,118,27935,5A,2017-09-26T00:00:00.000,8:00:00,BURGLARY,SOUTHEASTERN,I,39.28711,400 S ROBINSON ST,POINT (-76.57226 39.28711),,,,,-76.57226,Highlandtown,231,ROW/TOWNHO,1,
46,204,13991,4B,2017-09-30T00:00:00.000,21:44:00,AGG. ASSAULT,NORTHEASTERN,O,39.32886,4200 SEIDEL AVE,POINT (-76.56163 39.32886),,,,,-76.56163,Frankford,443,STREET,1,KNIFE
49,275,14001,6D,2017-09-27T00:00:00.000,0:30:00,LARCENY FROM AUTO,NORTHWESTERN,O,39.3693,3000 FALLSTAFF RD,POINT (-76.69249 39.3693),,,,,-76.69249,Cheswolde,632,PARKING LO,1,
153,86,27301,9S,2014-12-20T00:00:00.000,2312,SHOOTING,WESTERN,Outside,39.30021,1000 N MONROE ST,POINT (-76.64763 39.30021),,,,,-76.64763,Midtown-Edmondson,722,Street,1,FIREARM
246,42,27297,9S,2014-07-22T00:00:00.000,1656,SHOOTING,SOUTHWESTERN,Outside,39.30963,1900 N DUKELAND ST,POINT (-76.66408 39.30963),,,,,-76.66408,Walbrook,811,,1,FIREARM
254,55,27950,6E,2017-09-15T00:00:00.000,4:50:00,LARCENY,SOUTHWESTERN,O,39.29465,5000 LINDSAY RD,POINT (-76.7094 39.29465),,,,,-76.7094,West Hills,823,STREET,1,
53,198,26956,7C,2017-09-21T00:00:00.000,16:45:00,AUTO THEFT,NORTHEASTERN,I,39.31884,2800 SAINT LO DR,POINT (-76.58713 39.31884),,,,,-76.58713,Clifton Park,431,SCHOOL,1,
157,39,27297,3AF,2017-09-15T00:00:00.000,5:20:00,ROBBERY - STREET,WESTERN,O,39.30967,2200 W NORTH AVE,POINT (-76.65291 39.30967),,,,,-76.65291,Mondawmin,731,STREET,1,FIREARM
26,142,27937,6D,2017-09-24T00:00:00.000,11:20:00,LARCENY FROM AUTO,SOUTHERN,O,39.23307,3900 5TH ST,POINT (-76.60572 39.23307),,,,,-76.60572,Brooklyn,913,DRIVEWAY,1,
46,201,13991,4A,2017-09-27T00:00:00.000,2:15:00,AGG. ASSAULT,NORTHEASTERN,I,39.32379,4900 TODD AVE,POINT (-76.53451 39.32379),,,,,-76.53451,Frankford,444,APT/CONDO,1,FIREARM
46,201,13991,4A,2017-09-27T00:00:00.000,2:15:00,AGG. ASSAULT,NORTHEASTERN,I,39.32379,4900 TODD AVE,POINT (-76.53451 39.32379),,,,,-76.53451,Frankford,444,APT/CONDO,1,FIREARM
151,96,13642,6D,2017-09-30T00:00:00.000,18:00:00,LARCENY FROM AUTO,CENTRAL,O,39.30232,100 W CHASE ST,POINT (-76.6181 39.30232),,,,,-76.6181,Mid-Town Belvedere,141,STREET,1,
5,244,27295,3AK,2017-09-26T00:00:00.000,16:00:00,ROBBERY - STREET,NORTHWESTERN,,39.34802,5200 FLORENCE AVE,POINT (-76.67923 39.34802),,,,,-76.67923,Arlington,633,,1,KNIFE
6,141,13987,7A,2017-09-26T00:00:00.000,9:15:00,AUTO THEFT,NORTHEASTERN,O,39.30372,900 RODMAN WAY,POINT (-76.54637 39.30372),,,,,-76.54637,Armistead Gardens,433,STREET,1,
136,223,27291,8H,2017-09-22T00:00:00.000,0:45:00,ARSON,NORTHEASTERN,O,39.35066,4900 HERRING RUN DR,POINT (-76.5758 39.35066),,,,,-76.5758,Lauraville,421,OTHER - OU,1,
77,185,27307,6J,2017-09-30T00:00:00.000,9:41:00,LARCENY,NORTHEASTERN,O,39.33548,3900 YOLANDO RD,POINT (-76.60023 39.33548),,,,,-76.60023,Ednor Gardens-Lakeside,412,YARD,1,
277,35,27307,3B,2017-09-26T00:00:00.000,10:20:00,ROBBERY - STREET,NORTHERN,O,39.32587,31ST ST & N CALVERT ST,POINT (-76.61474 39.32587),,,,,-76.61474,Charles Village,512,STREET,1,
6,141,13987,4E,2017-09-28T00:00:00.000,7:30:00,COMMON ASSAULT,NORTHEASTERN,I,39.30737,1200 QUANTRIL WAY,POINT (-76.55166 39.30737),,,,,-76.55166,Armistead Gardens,433,ROW/TOWNHO,1,HANDS
30,130,27935,6D,2017-09-29T00:00:00.000,21:30:00,LARCENY FROM AUTO,SOUTHEASTERN,O,39.28342,800 S HIGHLAND AVE,POINT (-76.56885 39.28342),,,,,-76.56885,Canton,232,STREET,1,
47,149,27937,4E,2017-09-30T00:00:00.000,4:07:00,COMMON ASSAULT,SOUTHERN,I,39.24645,2800 WINWOOD CT,POINT (-76.62876 39.24645),,,,,-76.62876,Cherry Hill,922,ROW/TOWNHO,1,HANDS
242,94,27301,7A,2017-09-27T00:00:00.000,15:55:00,AUTO THEFT,CENTRAL,O,39.30183,ST & DOLPHIN ST,POINT (-76.62685 39.30183),,,,,-76.62685,Upton,123,STREET,1,
210,16,27301,3B,2017-09-12T00:00:00.000,16:00:00,ROBBERY - STREET,CENTRAL,O,39.31056,900 W NORTH AVE,POINT (-76.63257 39.31056),,,,,-76.63257,Reservoir Hill,133,STREET,1,
36,9,27632,6E,2017-09-27T00:00:00.000,20:00:00,LARCENY,SOUTHERN,O,39.28377,1800 WILHELM ST,POINT (-76.6454 39.28377),,,,,-76.6454,Carrollton Ridge,934,STREET,1,
161,222,28570,4C,2017-05-02T00:00:00.000,11:00:00,AGG. ASSAULT,NORTHEASTERN,I,39.34041,1900 ARGONNE DR,POINT (-76.5815 39.34041),,,,,-76.5815,Morgan State University,421,ROW/TOWNHO,1,OTHER
56,25,27297,7A,2017-09-23T00:00:00.000,6:00:00,AUTO THEFT,WESTERN,,39.3077,2200 PRESBURY ST,POINT (-76.65315 39.3077),,,,,-76.65315,Coppin Heights/Ash-Co-Eas,723,,1,
65,6,13642,4C,2017-09-24T00:00:00.000,6:00:00,AGG. ASSAULT,CENTRAL,O,39.28935,BALTIMORE ST & N HOWARD ST,POINT (-76.61945 39.28935),,,,,-76.61945,Downtown,111,OTHER - OU,1,OTHER
95,158,13645,7A,2017-09-27T00:00:00.000,17:00:00,AUTO THEFT,CENTRAL,O,39.30617,1400 GUILFORD AVE,POINT (-76.61213 39.30617),,,,,-76.61213,Greenmount West,141,STREET,1,
31,131,27935,5D,2017-09-27T00:00:00.000,18:00:00,BURGLARY,SOUTHEASTERN,,39.27294,1700 S HAVEN ST,POINT (-76.56158 39.27294),,,,,-76.56158,Canton Industrial Area,233,,1,
47,149,27953,7A,2017-08-26T00:00:00.000,16:00:00,AUTO THEFT,SOUTHERN,O,39.26058,2800 WATERVIEW AVE,POINT (-76.63541 39.26058),,,,,-76.63541,Cherry Hill,922,STREET,1,
99,31,27307,6E,2017-09-29T00:00:00.000,23:00:00,LARCENY,NORTHERN,,39.33163,UNIVERSITY PY & ST PAUL ST,POINT (-76.61634 39.33163),,,,,-76.61634,Guilford,512,,1,
8,129,27935,5A,2017-09-29T00:00:00.000,8:00:00,BURGLARY,SOUTHEASTERN,I,39.29247,3400 E BALTIMORE ST,POINT (-76.569 39.29247),,,,,-76.569,Baltimore Highlands,223,ROW/TOWNHO,1,
95,158,13645,4A,2017-09-27T00:00:00.000,1:15:00,AGG. ASSAULT,CENTRAL,O,39.31004,1800 N CALVERT ST,POINT (-76.61374 39.31004),,,,,-76.61374,Greenmount West,141,STREET,1,FIREARM
222,175,27953,5D,2017-09-21T00:00:00.000,16:00:00,BURGLARY,SOUTHERN,I,39.27426,1300 S HANOVER ST,POINT (-76.61534 39.27426),,,,,-76.61534,South Baltimore,942,GARAGE ON,1,
39,215,13991,5A,2017-09-25T00:00:00.000,9:45:00,BURGLARY,NORTHEASTERN,I,39.34377,4600 GLENARM AVE,POINT (-76.5363 39.34377),,,,,-76.5363,Cedmont,445,ROW/TOWNHO,1,
250,177,27632,6J,2017-09-26T00:00:00.000,13:30:00,LARCENY,SOUTHERN,I,39.28144,1300 GLYNDON AVE,POINT (-76.63729 39.28144),,,,,-76.63729,Washington Village/Pigtow,932,ROW/TOWNHO,1,
32,178,27953,6J,2017-09-19T00:00:00.000,21:30:00,LARCENY,SOUTHERN,I,39.27199,2100 HAINES ST,POINT (-76.62815 39.27199),,,,,-76.62815,Carroll - Camden Industri,941,OTHER - IN,1,
273,234,14009,3AJO,2017-04-21T00:00:00.000,7:45:00,ROBBERY - CARJACKING,NORTHERN,O,39.3533,5200 CROWSON AVE,POINT (-76.61109 39.3533),,,,,-76.61109,York-Homeland,521,PARKING LO,1,OTHER
165,92,13645,7A,2017-09-25T00:00:00.000,23:30:00,AUTO THEFT,CENTRAL,O,39.29865,MADISON ST & ST PAUL ST,POINT (-76.61413 39.29865),,,,,-76.61413,Mount Vernon,142,STREET,1,
23,153,26956,5A,2017-09-24T00:00:00.000,10:30:00,BURGLARY,EASTERN,I,39.30459,2100 E BIDDLE ST,POINT (-76.5878 39.30459),,,,,-76.5878,Broadway East,331,ROW/TOWNHO,1,
201,8,27632,6D,2017-09-28T00:00:00.000,13:00:00,LARCENY FROM AUTO,WESTERN,O,39.28989,1000 W FAYETTE ST,POINT (-76.63507 39.28989),,,,,-76.63507,Poppleton,712,STREET,1,
109,129,27935,4E,2017-09-28T00:00:00.000,22:20:00,COMMON ASSAULT,SOUTHEASTERN,O,39.28738,400 S BOULDIN ST,POINT (-76.57083 39.28738),,,,,-76.57083,Highlandtown,231,STREET,1,HANDS
254,55,27950,7A,2016-11-16T00:00:00.000,18:00:00,AUTO THEFT,SOUTHWESTERN,I,39.29509,5000 WESTHILLS RD,POINT (-76.71044 39.29509),,,,,-76.71044,West Hills,823,OTHER/RESI,1,
246,45,27297,4E,2017-09-26T00:00:00.000,0:00:00,COMMON ASSAULT,SOUTHWESTERN,O,39.31154,2100 N HILTON ST,POINT (-76.67253 39.31154),,,,,-76.67253,Walbrook,811,STREET,1,HANDS
23,154,26956,7A,2017-09-05T00:00:00.000,15:00:00,AUTO THEFT,EASTERN,O,39.30596,1700 ELLSWORTH ST,POINT (-76.59412 39.30596),,,,,-76.59412,Broadway East,331,STREET,1,
27,113,27954,7A,2017-06-08T00:00:00.000,11:55:00,AUTO THEFT,SOUTHEASTERN,O,39.29171,2000 E BALTIMORE ST,POINT (-76.58843 39.29171),,,,,-76.58843,Butcher's Hill,212,STREET,1,
110,110,13645,7A,2017-09-24T00:00:00.000,21:24:00,AUTO THEFT,SOUTHEASTERN,O,39.28926,1000 E LOMBARD ST,POINT (-76.60211 39.28926),,,,,-76.60211,Jonestown,211,STREET,1,
89,241,27295,7A,2017-09-23T00:00:00.000,23:00:00,AUTO THEFT,NORTHWESTERN,,39.36032,3800 CLARKS LN,POINT (-76.70237 39.36032),,,,,-76.70237,Glen,632,,1,
46,211,13991,5A,2017-09-26T00:00:00.000,11:23:00,BURGLARY,NORTHEASTERN,I,39.32913,4900 SIPPLE AVE,POINT (-76.54962 39.32913),,,,,-76.54962,Frankford,443,ROW/TOWNHO,1,
46,207,13991,6G,2017-09-29T00:00:00.000,12:32:00,LARCENY,NORTHEASTERN,I,39.32227,5100 SINCLAIR LN,POINT (-76.54692 39.32227),,,,,-76.54692,Frankford,443,CLOTHING/S,1,
74,25,27301,4C,2017-09-28T00:00:00.000,18:06:00,AGG. ASSAULT,WESTERN,O,39.30813,1700 N PAYSON ST,POINT (-76.64984 39.30813),,,,,-76.64984,Easterwood,741,STREET,1,OTHER
72,69,27295,5A,2017-09-26T00:00:00.000,12:43:00,BURGLARY,NORTHWESTERN,I,39.33296,3900 GRANTLEY RD,POINT (-76.6717 39.33296),,,,,-76.6717,East Arlington,643,ROW/TOWNHO,1,
203,140,13987,7A,2017-04-20T00:00:00.000,10:00:00,AUTO THEFT,NORTHEASTERN,O,39.30385,6400 PULASKI HWY,POINT (-76.54095 39.30385),,,,,-76.54095,Pulaski Industrial Area,241,PARKING LO,1,
141,125,13987,7A,2017-09-28T00:00:00.000,6:52:00,AUTO THEFT,SOUTHEASTERN,O,39.29711,500 N MILTON AVE,POINT (-76.58223 39.29711),,,,,-76.58223,McElderry Park,221,STREET,1,
223,59,27295,6E,2017-09-24T00:00:00.000,8:00:00,LARCENY,NORTHWESTERN,,39.34366,4800 SETON DR,POINT (-76.70744 39.34366),,,,,-76.70744,Seton Business Park,622,,1,
165,91,13645,6D,2017-09-25T00:00:00.000,11:30:00,LARCENY FROM AUTO,CENTRAL,O,39.29991,900 SAINT PAUL ST,POINT (-76.61417 39.29991),,,,,-76.61417,Mount Vernon,142,PARKING LO,1,
106,53,27632,4B,2017-09-28T00:00:00.000,16:21:00,AGG. ASSAULT,WESTERN,I,39.29554,1000 EDMONDSON AVE,POINT (-76.63476 39.29554),,,,,-76.63476,Harlem Park,713,APT/CONDO,1,KNIFE
263,244,27295,6C,2017-09-25T00:00:00.000,15:30:00,LARCENY,NORTHWESTERN,I,39.34345,5200 REISTERSTOWN RD,POINT (-76.68419 39.34345),,,,,-76.68419,Woodmere,623,CONVENIENC,1,
275,196,26956,4E,2017-09-25T00:00:00.000,0:10:00,COMMON ASSAULT,NORTHEASTERN,I,39.31704,4100 RAYMONN AVE,POINT (-76.55787 39.31704),,,,,-76.55787,Belair-Edison,432,ROW/TOWNHO,1,HANDS
218,84,27632,6E,2017-09-28T00:00:00.000,13:45:00,LARCENY,WESTERN,,39.2941,2300 LAURETTA AVE,POINT (-76.65375 39.2941),,,,,-76.65375,Rosemont Homeowners/Tenan,721,,1,
36,9,27632,3BJ,2017-09-26T00:00:00.000,9:30:00,ROBBERY - CARJACKING,SOUTHERN,I,39.28377,1800 WILHELM ST,POINT (-76.6454 39.28377),,,,,-76.6454,Carrollton Ridge,934,RETAIL/SMA,1,
196,105,13645,3B,2016-07-16T00:00:00.000,2:30:00,ROBBERY - STREET,EASTERN,O,39.29883,300 E MADISON ST,POINT (-76.61042 39.29883),,,,,-76.61042,Penn-Fallsway,312,STREET,1,
196,105,13645,3B,2016-07-16T00:00:00.000,2:30:00,ROBBERY - STREET,EASTERN,O,39.29883,300 E MADISON ST,POINT (-76.61042 39.29883),,,,,-76.61042,Penn-Fallsway,312,STREET,1,
242,90,27301,4C,2017-09-30T00:00:00.000,20:50:00,AGG. ASSAULT,CENTRAL,O,39.30039,1300 PENNSYLVANIA AVE,POINT (-76.6308 39.30039),,,,,-76.6308,Upton,123,STREET,1,OTHER
275,194,26956,3B,2017-09-28T00:00:00.000,14:11:00,ROBBERY - STREET,NORTHEASTERN,O,39.32124,3000 CLIFTON PARK TER,POINT (-76.57507 39.32124),,,,,-76.57507,Belair-Edison,432,STREET,1,
180,107,26956,3AF,2017-04-17T00:00:00.000,21:15:00,ROBBERY - STREET,EASTERN,O,39.30413,1400 E BIDDLE ST,POINT (-76.5994 39.30413),,,,,-76.5994,Oliver,343,STREET,1,FIREARM
167,74,27950,9S,2016-05-31T00:00:00.000,1034,SHOOTING,SOUTHWESTERN,Outside,39.28732,3500 W CATON AV,POINT (-76.675 39.28732),,,,,-76.675,Saint Josephs,842,Alley,1,FIREARM
4,79,27632,1F,2012-05-16T00:00:00.000,1653,HOMICIDE,SOUTHWESTERN,Outside,39.28625,2000 FREDERICK AV,POINT (-76.64861 39.28625),,,,,-76.64861,Boyd-Booth,842,,1,FIREARM
2,75,27950,4C,2017-09-28T00:00:00.000,21:00:00,AGG. ASSAULT,SOUTHWESTERN,O,39.28901,3800 W CATON AVE,POINT (-76.67766 39.28901),,,,,-76.67766,Allendale,843,STREET,1,OTHER
60,242,27295,6J,2017-09-21T00:00:00.000,17:03:00,LARCENY,NORTHERN,O,39.3451,2700 VIRGINIA AVE,POINT (-76.66269 39.3451),,,,,-76.66269,Cylburn,532,PORCH/DECK,1,
19,152,13987,4E,2017-09-27T00:00:00.000,19:47:00,COMMON ASSAULT,EASTERN,,39.30311,2700 BERYL AVE,POINT (-76.57927 39.30311),,,,,-76.57927,Biddle Street,323,,1,HANDS
,,27295,4E,2012-03-21T00:00:00.000,2:35:00,COMMON ASSAULT,NORTHWESTERN,I,39.35772,4200 NADINE DR,POINT (-76.71161 39.35772),,,,,-76.71161,,631,ROW/TOWNHO,1,HANDS
126,138,27935,5A,2017-09-27T00:00:00.000,12:00:00,BURGLARY,SOUTHEASTERN,,39.2882,400 ELRINO ST,POINT (-76.5429 39.2882),,,,,-76.5429,Bayview,241,,1,
242,90,13642,4B,2017-09-24T00:00:00.000,9:55:00,AGG. ASSAULT,CENTRAL,,39.29879,500 W PRESTON ST,POINT (-76.62667 39.29879),,,,,-76.62667,Upton,123,,1,KNIFE
241,5,13642,6G,2017-09-24T00:00:00.000,14:00:00,LARCENY,CENTRAL,I,39.28724,100 S EUTAW ST,POINT (-76.62083 39.28724),,,,,-76.62083,Downtown West,113,HOTEL/MOTE,1,
201,8,27632,4C,2017-04-08T00:00:00.000,4:46:00,AGG. ASSAULT,WESTERN,I,39.29132,200 N CARROLLTON AVE,POINT (-76.63692 39.29132),,,,,-76.63692,Poppleton,712,ROW/TOWNHO,1,OTHER
161,222,28570,7A,2017-03-10T00:00:00.000,12:25:00,AUTO THEFT,NORTHEASTERN,I,39.34041,1900 ARGONNE DR,POINT (-76.5815 39.34041),,,,,-76.5815,Morgan State University,421,POLICE DEP,1,
269,284,27950,7A,2017-09-26T00:00:00.000,1:10:00,AUTO THEFT,SOUTHWESTERN,,39.2952,AV & ALLENDALE ST,POINT (-76.67846 39.2952),,,,,-76.67846,Edgewood,844,,1,
65,6,13642,3D,2017-09-27T00:00:00.000,10:52:00,ROBBERY - COMMERCIAL,CENTRAL,O,39.28948,0 W BALTIMORE ST,POINT (-76.61558 39.28948),,,,,-76.61558,Downtown,111,STREET,1,
275,195,26956,4E,2017-09-26T00:00:00.000,19:10:00,COMMON ASSAULT,NORTHEASTERN,I,39.31549,3800 ERDMAN AVE,POINT (-76.56891 39.31549),,,,,-76.56891,Belair-Edison,434,AUTO PARTS,1,HANDS
195,39,27301,6J,2017-04-20T00:00:00.000,7:45:00,LARCENY,WESTERN,O,39.31253,2700 PENNSYLVANIA AVE,POINT (-76.64548 39.31253),,,,,-76.64548,Penn North,733,STREET,1,
105,263,27957,4E,2017-08-13T00:00:00.000,14:19:00,COMMON ASSAULT,NORTHEASTERN,I,39.37171,7200 MCCLEAN BLVD,POINT (-76.56709 39.37171),,,,,-76.56709,Hamilton Hills,423,ROW/TOWNHO,1,HANDS
43,240,27295,4E,2017-04-21T00:00:00.000,1:00:00,COMMON ASSAULT,NORTHWESTERN,O,39.34843,5100 PARK HEIGHTS AVE,POINT (-76.67491 39.34843),,,,,-76.67491,Central Park Heights,614,STREET,1,HANDS
277,32,27307,3AF,2017-09-23T00:00:00.000,17:00:00,ROBBERY - STREET,NORTHERN,O,39.31967,2600 GUILFORD AVE,POINT (-76.613 39.31967),,,,,-76.613,Charles Village,512,STREET,1,FIREARM
277,32,27307,3AF,2017-09-23T00:00:00.000,17:00:00,ROBBERY - STREET,NORTHERN,O,39.31967,2600 GUILFORD AVE,POINT (-76.613 39.31967),,,,,-76.613,Charles Village,512,STREET,1,FIREARM
277,32,27307,3AF,2017-09-23T00:00:00.000,17:00:00,ROBBERY - STREET,NORTHERN,O,39.31967,2600 GUILFORD AVE,POINT (-76.613 39.31967),,,,,-76.613,Charles Village,512,STREET,1,FIREARM
277,32,27307,3AF,2017-09-23T00:00:00.000,17:00:00,ROBBERY - STREET,NORTHERN,O,39.31967,2600 GUILFORD AVE,POINT (-76.613 39.31967),,,,,-76.613,Charles Village,512,STREET,1,FIREARM
16,181,27307,7A,2016-11-13T00:00:00.000,19:30:00,AUTO THEFT,NORTHERN,O,39.32636,700 HOMESTEAD ST,POINT (-76.60644 39.32636),,,,,-76.60644,Better Waverly,513,DRIVEWAY,1,
242,90,13642,5C,2017-09-28T00:00:00.000,23:34:00,BURGLARY,CENTRAL,,39.29891,500 W PRESTON ST,POINT (-76.62652 39.29891),,,,,-76.62652,Upton,123,,1,
195,18,27301,7A,2017-09-09T00:00:00.000,20:40:00,AUTO THEFT,WESTERN,I,39.31132,1400 WHITELOCK ST,POINT (-76.6398 39.31132),,,,,-76.6398,Penn North,733,ROW/TOWNHO,1,
77,187,27307,6E,2017-09-25T00:00:00.000,13:00:00,LARCENY,NORTHEASTERN,O,39.33673,1500 GREENDALE RD,POINT (-76.5926 39.33673),,,,,-76.5926,Ednor Gardens-Lakeside,412,STREET,1,
237,31,14004,5B,2017-09-29T00:00:00.000,14:45:00,BURGLARY,NORTHERN,I,39.33441,3800 CANTERBURY RD,POINT (-76.62042 39.33441),,,,,-76.62042,Tuscany-Canterbury,541,APT/CONDO,1,
65,5,13642,4E,2017-09-30T00:00:00.000,0:07:00,COMMON ASSAULT,CENTRAL,O,39.28938,300 W BALTIMORE ST,POINT (-76.61967 39.28938),,,,,-76.61967,Downtown,111,STREET,1,HANDS
16,179,27307,4E,2017-09-28T00:00:00.000,17:20:00,COMMON ASSAULT,NORTHERN,I,39.3214,2700 MATHEWS ST,POINT (-76.60789 39.3214),,,,,-76.60789,Better Waverly,513,ROW/TOWNHO,1,HANDS
56,25,27297,4F,2017-09-18T00:00:00.000,0:00:00,ASSAULT BY THREAT,WESTERN,I,39.30504,2200 PRESSTMAN ST,POINT (-76.65257 39.30504),,,,,-76.65257,Coppin Heights/Ash-Co-Eas,723,SCHOOL,1,
177,176,27307,4E,2017-09-28T00:00:00.000,0:00:00,COMMON ASSAULT,NORTHERN,O,39.33074,200 E UNIVERSITY PKWY,POINT (-76.61493 39.33074),,,,,-76.61493,Oakenshawe,512,STREET,1,HANDS
177,176,27307,4E,2017-09-28T00:00:00.000,0:00:00,COMMON ASSAULT,NORTHERN,O,39.33074,200 E UNIVERSITY PKWY,POINT (-76.61493 39.33074),,,,,-76.61493,Oakenshawe,512,STREET,1,HANDS
